sample_id,cell_id,channel,crop_path,label,confidence,notes,annotated_at,top_genes
285,mfpnhfhk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/mfpnhfhk-1.tif,,,,,"VIM, HLA-DRA, FCGR3A, FCGR3B, MS4A6A"
286,mghgehhl-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/mghgehhl-1.tif,,,,,"VIM, HLA-DRA, FCGR3A, IL2RA, PECAM1"
287,mkegbikk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/mkegbikk-1.tif,,,,,"FCGR3A, HLA-DRA, MTRNR2L11, HLA-DRB1, C1orf162"
288,mlcmjlpj-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/mlcmjlpj-1.tif,,,,,"VIM, HLA-DRA, TNC, C1orf162, PTEN"
289,mpjilhdh-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/mpjilhdh-1.tif,,,,,"HLA-DRA, VIM, FGL2, HLA-DRB1, VSIG4"
290,nckeabam-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/nckeabam-1.tif,,,,,"VIM, HLA-DRA, PTPRC, FCGR3A, HLA-DRB1"
291,nefcecgo-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/nefcecgo-1.tif,,,,,"HLA-DRA, HLA-DRB1, VIM, FCGR3B, FCGR1A"
292,nekkebjj-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/nekkebjj-1.tif,,,,,"HLA-DRA, HLA-DRB1, VIM, HAVCR2, MDM2"
293,nicgdddo-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/nicgdddo-1.tif,,,,,"HLA-DRA, CD163, LYVE1, PTPRC, MS4A6A"
294,nkfomiaf-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/nkfomiaf-1.tif,,,,,"HLA-DRA, VIM, C1orf162, PTPRC, HAVCR2"
295,npjfpgdh-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/npjfpgdh-1.tif,,,,,"VIM, HLA-DRA, MKI67, MS4A4A, AIF1"
296,obegmijk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/obegmijk-1.tif,,,,,"VIM, HAVCR2, PLA2G7, PTEN, CTNNB1"
297,obpbnfgc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/obpbnfgc-1.tif,,,,,"VIM, FBN1, EDNRB, HLA-DRA, CAVIN1"
298,odmpfkem-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/odmpfkem-1.tif,,,,,"HLA-DRA, MRC1, MS4A6A, BANK1, VIM"
299,oeifclgi-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/oeifclgi-1.tif,,,,,"HLA-DRA, IL2RA, BASP1, MS4A4A, CD163"
300,ogicmnkn-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ogicmnkn-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, HLA-DRB5, ACTG2"
301,afanhcke-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/afanhcke-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, FGL2, C1orf162"
302,almndddk-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/almndddk-1.tif,,,,,"VIM, FCGR3B, CDH16, GZMK, PTEN"
303,bfkccode-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/bfkccode-1.tif,,,,,"VIM, HLA-DRA, CD68, FCGR3B, CCL5"
304,bifgklpi-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/bifgklpi-1.tif,,,,,"VIM, PTPRC, CD8A, HLA-DRA, CD2"
305,bjdpcdkl-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/bjdpcdkl-1.tif,,,,,"CXCL10, HLA-DRA, CXCL9, FCGR3A, FCGR3B"
306,bjgeplkc-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/bjgeplkc-1.tif,,,,,"HLA-DRA, PTPRC, CD68, HLA-DRB1, MS4A6A"
307,bnicibei-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/bnicibei-1.tif,,,,,"HLA-DRA, VIM, CD68, CXCL9, PTPRC"
308,boplhgfo-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/boplhgfo-1.tif,,,,,"HLA-DRA, CXCL9, CD163, FCGR3A, FCGR3B"
309,ckngnnmm-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ckngnnmm-1.tif,,,,,"VCAN, VIM, MS4A6A, CD163, TNC"
310,coplaklp-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/coplaklp-1.tif,,,,,"HLA-DRA, HLA-DRB1, FCGR3A, CXCL9, VIM"
311,cpomjdcm-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/cpomjdcm-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, FCGR3B, PCNA"
312,daijiign-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/daijiign-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, MS4A6A, PTPRC"
313,ddndbbaj-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ddndbbaj-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, MKI67, FGL2"
314,dheokklo-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/dheokklo-1.tif,,,,,"CXCL10, HLA-DRA, CXCL9, FGL2, VIM"
315,diengnmb-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/diengnmb-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, PTPRC, HLA-DRB1"
316,djiefekg-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/djiefekg-1.tif,,,,,"VIM, HLA-DRA, CXCL10, HLA-DRB1, MET"
317,dkllhomh-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/dkllhomh-1.tif,,,,,"HLA-DRA, CXCL10, VIM, FCGR3A, CD14"
318,dlellddh-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/dlellddh-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, VSIG4, TIGIT"
319,dlfiekcb-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/dlfiekcb-1.tif,,,,,"HLA-DRA, KCNMA1, FCGR3A, CD8A, CCL5"
320,dlnanmnb-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/dlnanmnb-1.tif,,,,,"HLA-DRA, HLA-DRB1, FCGR3A, VIM, C1orf162"
321,dnehfbng-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/dnehfbng-1.tif,,,,,"MS4A6A, HLA-DRA, FCGR3B, CD68, FCGR3A"
322,dogdacmm-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/dogdacmm-1.tif,,,,,"HLA-DRA, VIM, KRT8, FCGR3B, TRAC"
323,dojelkmk-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/dojelkmk-1.tif,,,,,"HLA-DRA, VIM, PTPRC, CD163, MS4A6A"
324,dpjelgbc-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/dpjelgbc-1.tif,,,,,"LYVE1, MS4A6A, HLA-DRA, PTEN, VIM"
325,edfhgfpe-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/edfhgfpe-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, CD163, HLA-DRB1"
326,edoffhim-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/edoffhim-1.tif,,,,,"HLA-DRA, VIM, HLA-DRB1, FCGR3A, CD68"
327,eeiejdap-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/eeiejdap-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, CD68, FCGR3B"
328,efachcmk-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/efachcmk-1.tif,,,,,"HLA-DRA, MS4A6A, HLA-DRB1, CD163, C1orf162"
329,efceioal-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/efceioal-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, FGL2, HAVCR2"
330,ehmecogo-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ehmecogo-1.tif,,,,,"HLA-DRA, VIM, CD68, CD163, C1orf162"
331,ehnhhhln-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ehnhhhln-1.tif,,,,,"HLA-DRA, KCNMA1, FCGR3A, VIM, HLA-DRB1"
332,ejjcjjgj-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ejjcjjgj-1.tif,,,,,"HLA-DRA, CD163, VIM, SERPINB9, FCGR3B"
333,eljliocn-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/eljliocn-1.tif,,,,,"HLA-DRA, VIM, CD4, FCGR3A, CD68"
334,fbgffpaa-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/fbgffpaa-1.tif,,,,,"FCGR3A, VIM, HLA-DRA, CD45RO, CD163"
335,fcjeibfk-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/fcjeibfk-1.tif,,,,,"VIM, HLA-DRB1, HLA-DRA, VSIG4, CD163"
336,fcpnncag-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/fcpnncag-1.tif,,,,,"HLA-DRA, VIM, IL2RA, CD163, FCGR3A"
337,fendaigd-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/fendaigd-1.tif,,,,,"HLA-DRA, VIM, MS4A4A, CD68, CD163"
338,fgimbbof-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/fgimbbof-1.tif,,,,,"VIM, C1orf162, KRT18, HLA-DRA, FSTL3"
339,fidilphd-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/fidilphd-1.tif,,,,,"HLA-DRA, CD68, CLEC4E, MS4A6A, CCL5"
340,fijdpaac-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/fijdpaac-1.tif,,,,,"HLA-DRA, CD163, VSIG4, MS4A6A, HLA-DRB1"
341,fjijkkli-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/fjijkkli-1.tif,,,,,"HLA-DRA, VIM, AIF1, C1orf162, MS4A6A"
342,foilcbkk-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/foilcbkk-1.tif,,,,,"HLA-DRA, FCGR3A, CD68, VIM, MS4A6A"
343,ghefkbcn-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ghefkbcn-1.tif,,,,,"HLA-DRA, CD14, PTPRC, HLA-DRB1, MS4A6A"
344,gifelbek-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/gifelbek-1.tif,,,,,"VIM, VSIG4, CD93, MYLK, FGL2"
345,gkaniamb-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/gkaniamb-1.tif,,,,,"SERPINB9, KLRB1, HLA-DRA, AIF1"
346,hbkicdda-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/hbkicdda-1.tif,,,,,"VIM, HLA-DRA, HLA-DRB1, GLIPR1, LIF"
347,hdopmdjh-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/hdopmdjh-1.tif,,,,,"VIM, HLA-DRA, AIF1, VSIG4, CD68"
348,hkahefce-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/hkahefce-1.tif,,,,,"CD163, KCNMA1, CTNNB1, MRC1, VIM"
349,hkhlfhpk-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/hkhlfhpk-1.tif,,,,,"C1orf162, HLA-DRA, FCGR3B, SMYD2, VIM"
350,hklkodck-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/hklkodck-1.tif,,,,,"VIM, HLA-DRA, CD14, CD68, FCGR3A"
351,hljilnaf-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/hljilnaf-1.tif,,,,,"PTN, CD83, PTEN, PCOLCE, VIM"
352,hlkpaanb-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/hlkpaanb-1.tif,,,,,"HLA-DRA, C1orf162, CD163, CD68, FCGR3A"
353,hmepbcaa-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/hmepbcaa-1.tif,,,,,"VIM, HLA-DRA, CXCL2, BAMBI, TNC"
354,holgaabi-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/holgaabi-1.tif,,,,,"CYTIP, VCAN, VIM, BCL2L11, PRDM1"
355,hpkkjako-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/hpkkjako-1.tif,,,,,"HLA-DRA, EDNRB, ADAMTS1, INMT, CYTIP"
356,ibedcpif-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ibedcpif-1.tif,,,,,"HLA-DRA, AIF1, HLA-DRB1, VIM, GLIPR1"
357,ibhdgfan-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ibhdgfan-1.tif,,,,,"VIM, HLA-DRA, FCGR3A, CD8A, THBS2"
358,iddcpnng-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/iddcpnng-1.tif,,,,,"HLA-DRA, MNDA, C1orf162, MS4A6A, FCGR3B"
359,iddfapep-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/iddfapep-1.tif,,,,,"HLA-DRA, ITGAX, VIM, FGL2, SERPINB9"
360,ifoekllg-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ifoekllg-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, CD68, VSIG4"
361,ikdpamih-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ikdpamih-1.tif,,,,,"VIM, HLA-DRA, FCGR1A, FCGR3A, PTEN"
362,ilppfbja-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ilppfbja-1.tif,,,,,"CTNNB1, HLA-DRA, FCGR3B, VSIR, C1orf162"
363,imifjbej-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/imifjbej-1.tif,,,,,"SFRP4, HLA-DRA, CD68, MYLK, THY1"
364,iofchhan-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/iofchhan-1.tif,,,,,"VIM, HLA-DRA, HLA-DRB1, CD68, CD4"
365,ioofghed-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ioofghed-1.tif,,,,,"HLA-DRA, VIM, GPR183, HLA-DRB1, FCGR3A"
366,ipbjfmdi-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ipbjfmdi-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, HLA-DRB1, PECAM1"
367,jalfaeio-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/jalfaeio-1.tif,,,,,"CD3E, VIM, CCL5, VCAN, PTPRC"
368,jbefedkb-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/jbefedkb-1.tif,,,,,"HLA-DRA, VIM, HLA-DRB1, FCGR3A, HAVCR2"
369,jcbfhaan-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/jcbfhaan-1.tif,,,,,"HLA-DRA, FCGR3A, CD68, FCGR3B, C1orf162"
370,jggcjihd-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/jggcjihd-1.tif,,,,,"HLA-DRA, HLA-DRB1, VIM, TNC, CCL19"
371,jgjpocfi-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/jgjpocfi-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, CTLA4, PECAM1"
372,jjaplfpp-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/jjaplfpp-1.tif,,,,,"HLA-DRA, CD14, VIM, HLA-DRB1, FCGR3A"
373,jnjmgnim-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/jnjmgnim-1.tif,,,,,"HLA-DRA, C1orf162, CD163, HLA-DRB1, PTPRC"
374,kbapkfmm-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/kbapkfmm-1.tif,,,,,"TENT5C, HLA-DRA, MZB1, PECAM1, MS4A6A"
375,kckgbhoo-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/kckgbhoo-1.tif,,,,,"HLA-DRA, VIM, PECAM1, MS4A6A, FCGR3A"
376,kdldeonj-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/kdldeonj-1.tif,,,,,"VIM, HLA-DRA, LYVE1, PROX1, CD68"
377,kfcpamgm-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/kfcpamgm-1.tif,,,,,"VIM, HLA-DRA, ADAMTS1, HLA-DRB1, PMP22"
378,kmebnaob-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/kmebnaob-1.tif,,,,,"CD68, HLA-DRA, VSIG4, VIM, CD8A"
379,kmicigic-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/kmicigic-1.tif,,,,,"CD83, HLA-DRA, MEF2C, HLA-DRB1, CD14"
380,kpaolgnf-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/kpaolgnf-1.tif,,,,,"HLA-DRA, VIM, PTPRC, EDNRB, CD14"
381,lcbcnpbc-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/lcbcnpbc-1.tif,,,,,"HLA-DRA, APOLD1, VIM, AIF1, CD14"
382,ldlcdahi-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ldlcdahi-1.tif,,,,,"PECAM1, VIM, CAVIN1, CD34, TNC"
383,lhheiooj-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/lhheiooj-1.tif,,,,,"HLA-DRA, FCGR3B, PECAM1, FCGR3A, MS4A6A"
384,llgclbbk-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/llgclbbk-1.tif,,,,,"FCGR1A, KCNMA1"
385,mampfogm-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/mampfogm-1.tif,,,,,"VIM, FCGR3A, CD34, CD3G, FAS"
386,mbfhnnoo-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/mbfhnnoo-1.tif,,,,,"BASP1, GZMK, CCL5, MRC1, CCL19"
387,mbmdmhbc-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/mbmdmhbc-1.tif,,,,,"CD8A, CD2, CTLA4, PTPRC, PRF1"
388,mbpkccbp-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/mbpkccbp-1.tif,,,,,"HLA-DRA, CD68, HLA-DRB1, MS4A6A, MNDA"
389,miaogkfj-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/miaogkfj-1.tif,,,,,"VIM, CLECL1, HLA-DRA, FCGR3B, TCF4"
390,mmjejdco-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/mmjejdco-1.tif,,,,,"HLA-DRA, MS4A6A, VIM, MS4A4A, FCGR3B"
391,mmpdnhad-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/mmpdnhad-1.tif,,,,,"HLA-DRA, VIM, HLA-DRB1, FCGR3A, MS4A6A"
392,mpfcmfnm-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/mpfcmfnm-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, CD14, RBP5"
393,mpplbgbl-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/mpplbgbl-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, HAVCR2, CD4"
394,ngeloica-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ngeloica-1.tif,,,,,"HLA-DRA, FCGR3A, FCGR3B, MS4A6A, HLA-DRB1"
395,ngoppbci-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ngoppbci-1.tif,,,,,"HLA-DRA, FCGR3A, MS4A6A, KCNMA1, VIM"
396,nibdcdem-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/nibdcdem-1.tif,,,,,"HLA-DRA, CD163, HLA-DRB1, CD68, FCGR3A"
397,njiehkhd-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/njiehkhd-1.tif,,,,,"CD163, LYVE1, MS4A6A, AIF1, CD68"
398,ochabafc-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ochabafc-1.tif,,,,,"HLA-DRA, SLAMF7, SERPINB9, MDM2, MEDAG"
399,oemellfe-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/oemellfe-1.tif,,,,,"FCGR3A, HLA-DRA, VIM, CD163, FCGR3B"
400,ogkcdbhl-1,CD163,/data/yzy21/yy/aaran/out/crops/CD163/ogkcdbhl-1.tif,,,,,"HLA-DRA, VIM, CAVIN1, C1orf162, HLA-DRB1"
401,abpnlmop-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/abpnlmop-1.tif,,,,,"ATP1A1, CD3E, VIM, BCL2, ACTG2"
402,adcjppce-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/adcjppce-1.tif,,,,,"MPEG1, MS4A1, HLA-DRA, MDM2, CXCR4"
403,adikmahj-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/adikmahj-1.tif,,,,,"MS4A1, IRF8, PTPRC, VIM, CD79A"
404,aechiono-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/aechiono-1.tif,,,,,"HLA-DRA, VIM, MS4A1, TCL1A, TFPI"
405,anjhbdpc-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/anjhbdpc-1.tif,,,,,"HLA-DRA, VIM, CYTIP, MDM2, CD79A"
406,aocehkjg-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/aocehkjg-1.tif,,,,,"VIM, CD69, PTPRC, CD3D, MS4A1"
407,aocfbook-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/aocfbook-1.tif,,,,,"HLA-DRA, CXCR4, MS4A1, IRF8, TCL1A"
408,aodmjono-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/aodmjono-1.tif,,,,,"MS4A1, HLA-DRA, PTPRC, SELL, CXCR4"
409,aoffkjfm-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/aoffkjfm-1.tif,,,,,"KRT18, MS4A1, APOLD1, HLA-DRA, SELL"
410,apbjajnp-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/apbjajnp-1.tif,,,,,"HLA-DRA, MS4A1, VIM, CD79A, CXCR4"
411,apgdpjfb-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/apgdpjfb-1.tif,,,,,"MS4A1, HLA-DRA, BANK1, LY86, CXCR4"
412,bahfkjia-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bahfkjia-1.tif,,,,,"HLA-DRA, MS4A1, CXCR4, PLA2G7, BANK1"
413,bahgopkm-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bahgopkm-1.tif,,,,,"HLA-DRA, PTPRC, VIM, CXCR4, BASP1"
414,baknppgh-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/baknppgh-1.tif,,,,,"MS4A1, HLA-DRA, CXCR4, VIM, PTPRC"
415,bcblaaic-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bcblaaic-1.tif,,,,,"IL7R, MS4A1, HLA-DRA, PTEN, ADH1C"
416,bcpkacic-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bcpkacic-1.tif,,,,,"MS4A1, IRF8, BCL2L11, ACTA2, BANK1"
417,bhlmloni-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bhlmloni-1.tif,,,,,"HLA-DRA, CXCR4, CD68, SERPINB9, CD163"
418,bickpjob-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bickpjob-1.tif,,,,,"CD3E, CYTIP, PTPRC, CCL5, IL7R"
419,bijbmepf-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bijbmepf-1.tif,,,,,"MS4A1, HLA-DRA, VIM, CD79A, C1orf162"
420,bkcjpfpe-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bkcjpfpe-1.tif,,,,,"IL7R, HLA-DRA, VIM, DPEP1, CD3E"
421,bkdllihd-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bkdllihd-1.tif,,,,,"HLA-DRA, MS4A1, CXCR4, VIM, BASP1"
422,blbigngb-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/blbigngb-1.tif,,,,,"HLA-DRA, MS4A1, PTPRC, CD79A, CXCR4"
423,boijmfka-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/boijmfka-1.tif,,,,,"PTPRC, CD2, VIM, CD4, HLA-DRA"
424,bpaigncn-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/bpaigncn-1.tif,,,,,"HLA-DRA, VIM, MS4A1, PTPRC, MYLK"
425,cedndepj-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cedndepj-1.tif,,,,,"MS4A1, CXCR4, HLA-DRA, BANK1, CD79A"
426,cemgkhki-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cemgkhki-1.tif,,,,,"CXCR4, PTEN, CD3E, MNDA, MS4A1"
427,ceoibblk-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/ceoibblk-1.tif,,,,,"VIM, HLA-DRA, MS4A1, MYLK, BASP1"
428,cfalagfa-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cfalagfa-1.tif,,,,,"LAG3, CD8A, HAVCR2, VIM, PRF1"
429,cfkdbaam-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cfkdbaam-1.tif,,,,,"PTPRC, HLA-DRA, CXCR4, ACTG2, VIM"
430,cfknlicd-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cfknlicd-1.tif,,,,,"HLA-DRA, PTEN, MS4A1, TCL1A, AHSP"
431,cfmldlbm-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cfmldlbm-1.tif,,,,,"MS4A1, CD69, CXCR4, PTPRC, CD2"
432,cglddokp-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cglddokp-1.tif,,,,,"CD3E, PTPRC, CD8A, VIM, TRAC"
433,cgmkkahd-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cgmkkahd-1.tif,,,,,"MS4A1, VIM, CD19, IRF8, CCR7"
434,chhkbkkj-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/chhkbkkj-1.tif,,,,,"PTPRC, CD79A, HLA-DRA, MS4A1, VIM"
435,ciblglel-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/ciblglel-1.tif,,,,,"VIM, ACTA2, ITGAX, FCGR3A, MYLK"
436,cidpmjeh-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cidpmjeh-1.tif,,,,,"CD69, PTPRC, MS4A1, BANK1, CXCR4"
437,cifkkndb-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cifkkndb-1.tif,,,,,"HLA-DRA, IL2RA, CD79A, CXCR4, MS4A1"
438,cihobelk-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cihobelk-1.tif,,,,,"MS4A1, HLA-DRA, CXCR4, PTPRC, CD79A"
439,ciicmbme-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/ciicmbme-1.tif,,,,,"HLA-DRA, VIM, MS4A1, CXCR4, BCL2L11"
440,ciljfiad-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/ciljfiad-1.tif,,,,,"MS4A1, TCL1A, MDM2, CCR7, FSTL3"
441,cillfdcf-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cillfdcf-1.tif,,,,,"MS4A1, HLA-DRA, PTPRC, CXCR4, CD19"
442,cjlnpnoi-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/cjlnpnoi-1.tif,,,,,"HLA-DRA, PTPRC, CD163, MS4A4A, GPR183"
443,clcidmia-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/clcidmia-1.tif,,,,,"PTPRC, CD79A, HLA-DRA, SLC26A2, LY86"
444,clcnmopc-1,CD20,/data/yzy21/yy/aaran/out/crops/CD20/clcnmopc-1.tif,,,,,"HLA-DRA, MS4A1, BANK1, VIM, RTKN2"
